n,dream,source_filename,date,pca1,pca2,q_pca1,q_pca2,cluster
258,"Matthew and I were living with Mother and Daddy. Belle had puppies. We gave one puppy to Uncle J and Aunt A. We gave tow of them to someone else but I don't remember now who. We still had four of the puppies. I was playing with a caramel-colored puppy and realized it had been a long time since they had a bath. I decided to get Sir Gallahad's brush and brush them. I thought that brush would work fine since they were just puppies and very small. Their hair was matted, kind of like an old stuffed animal. After I brushed them, their hair was silky, soft, just like Belle's. Someone said all the puppies hadn't had their shots so we couldn't give them away yet. That was when I realized that I had already given three away. I realized we could get the two back to get them their shots but we couldn't get the other one back from Kidwell's.",elizabeth.tsv,(2001-07-19),0.030103762,-0.26868996,-0.094053164,0.10112879,0
263,"I was trying to track down Vince P. I somehow knew about a DDSI meeting. I drove part of the way but then I was walking through this office complex. several different office buildings. I found the DDSI meeting. I was sitting at a round table with 8-9 people. Jeannette T and Marcia N were there. I thought, oh, they do both still work for WDF. I recalled that I had thought about contacting Marcia N for a job before but now see that she is still happily working for WDF. I also noticed that they did not present themselves as they used to. They used to be very particular about their appearance regarding make-up, hair and clothing. At this meeting they appeared somewhat unkempt; no make-up and their hair kind of messy. Marlene F was there. I was surprised that she was there. I decided that she had perhaps bought a franchise in FWI. Later, at the meeting I think, they were doing something and talking about something in a treasure chest. Vince P and someone else wheeled in this very large gold square box that was supposed to be a treasure chest. Vince P was pulling it into the room by a rope. It was about 4 feet high and 4 feet square. Now it seemed as though I was sitting with Patti C and the treasure chest is small and sitting on the table in front of us. We are looking at the contents. It is all bags of candy. We realized that each kind of candy represented a different award so we were counting each kind of candy to determine how many of each award there was. The only kind I remember is Jelly Beans and that was the one there was the most of. One of the franchise owners was standing up talking to Vince P and Joanne N. I think they were recognizing what they had done for the franchise owners. She was pulling out these little toy figures, about two inches tall. They had been buried under the bags of candy. Each different figure under a separate kind of candy. When I realized this I tried to put the candy back exactly how I had found it. I went into the DDSI office and was looking for people I know, just to say hello. I realized that Joanne N was the only one there that I knew, but I decided to go ahead and say hello. I walked into this office building lobby and there were these three unusual people. I don't know how to describe them. It was an older couple, that resembled gnomes, but they were the size of normal people. Their cart was being pulled by a man-like animal. I have no idea how to describe that better.",elizabeth.tsv,(2001-07-25),0.0067450516,-0.17382073,0.08246454,0.08873558,1
268,I went to Len U's funeral. He was a member of BPE. he was a gentleman who attended the Mensa meeting also and had sent me an email about networking for jobs. This makes me think that it wasn't Len U at all but rather another man that I had met at Mensa and BPE and as described here. When we were at the funeral home I saw his wife and maybe a daughter. When I saw him in his casket I didn't think it really looked like him. We were getting in line to view the body. As we were walking to get in line there were other people laid out in their caskets as well. There was something about after the wake gathering for a meal.,elizabeth.tsv,(2001-08-03),0.095098265,-0.0036059916,0.06387629,-0.0019053419,1
281,I was driving through a parking lot and was driving the wrong way up the aisle.,elizabeth.tsv,(2001-09-16),0.09287232,-0.09663087,-0.34027785,0.09063129,2
289,Actually they are just sounds. It sounds like fireworks or explosions that you would hear in a battle. At first I thought they were the latter.,elizabeth.tsv,(2001-09-23),0.09709349,-0.13658807,-0.092159174,-0.14190611,0
294,I was facilitating one of my dream groups. I counted and there were six or seven people there. I thought Oh good I'm making a decent amount of money tonight.,elizabeth.tsv,(2001-09-28),0.15453583,-0.0674264,-0.20039636,0.10016207,0
296,I was doing basically the same activity all night. I was doing some kind of work with long tubes. like shipping tubes.,elizabeth.tsv,(2001-09-29),0.014972117,-0.14258103,-0.37117392,0.12185588,0
302,I was married and living at my birth home. Where the garden was is a swimming pool. There are a lot of people there. I don't know if they are learning to swim or practicing swimming. With my swimming laps there. ,elizabeth.tsv,(2001-10-04),0.11789321,-0.29026526,-0.20445862,-0.013601063,0
303,We also had a baby in the rear seat. ,elizabeth.tsv,(2001-10-04),0.23521073,-0.16422924,-0.104940586,0.041346353,2
311,Some men came in and worked in the upstairs bathroom. It was not the normal WNA maintenance men. I didn't even know they were going to do it until after it was done. They replaced the upstairs toilet with an old toilet that was all nasty and rusty around the rim. I was having all kinds of trouble with it overflowing and I couldn't get it to stop. They also replaced the sink and counter fixture with this big ugly unit that had two trashcans.,elizabeth.tsv,(2001-10-16),0.06353629,-0.31262374,-0.23852019,0.019266656,0
314,I was trying to get something to work on my AOL and couldn't figure it out. I think I was trying to get the icons to show up on my Buddy List.,elizabeth.tsv,(2001-10-21),0.24800892,-0.3497421,-0.010060532,0.07746769,0
317,"All night long these different computer tasks were going through my head, making choices from the menus. Fixing problems, etc. Very annoying.",elizabeth.tsv,(2001-10-27),0.1389127,-0.2624595,-0.18163066,0.15714635,0
323,We had a CRHP meeting. Some of them came into the kitchen in the rectory. Julie D had this really funky round coffeepot.,elizabeth.tsv,(2001-11-06),0.112859294,-0.26384395,-0.16069765,-0.07598014,2
326,Nick R was with two other women. They were having sex but it was also very rough and they were hurting each other and causing cuts and scratches or something that was causing them to bleed.,elizabeth.tsv,(2001-11-11),0.22548066,-0.019123733,0.25813857,-0.028109077,1
329,I was taking things out of a utensil drawer in my kitchen and putting them in a second utensil drawer.,elizabeth.tsv,(2001-11-25),0.09055117,-0.1940897,-0.4562648,0.15810914,2
331,Christmas lights not working and me trying to get them to work.,elizabeth.tsv,(2001-11-25),0.09420444,-0.25117084,-0.15986617,0.061104797,0
342,Bruce W and Carl W were chasing me all over trying to tickle my feet. Aunt J had given me these two beautiful armoires and they had circular racks made of wood. They held ties and clothing that had belonged to Uncle A. The circular racks were about 6 feet tall and approximately 2 feet in diameter. As they spun it was beautiful color. The one was completely covered with ties. The other with other clothing.,elizabeth.tsv,(2001-12-09),0.029619444,-0.30470133,-0.25295392,-0.16581696,0
346,"I was in this place and I was monitoring,. It was like a shelf with stacks of tea bags. They were four deep and maybe 8 high stacks. They were right up against each other. Somewhere along these stacks of teabags there were also some other things like bags of M & M's. There was something else but I don't remember what. Even though they were teabags and candy, they were meant for these babies we were caring for. They were like health supplies or nutrition or something for these babies. There was a baby that needed one in particular and we were out of that one or a baby needed something and we didn't know what or maybe I had given the last of what that baby needed to someone else. Then there were these little packages of something like lifesavers. They looked like lifesavers but they were more like sugared jelly candy in mini-rolls. I opened one up to show someone what they really were.",elizabeth.tsv,(2001-12-09),0.024930887,-0.0830913,-0.21914008,0.044963058,2
